entity,year,births_attended_by_skilled_health_staff
Nigeria,1999,41.59999847
Nigeria,2003,35.20000076
Nigeria,2008,34.40000153
Nigeria,2011,47.29999924
Nigeria,2013,35.20000076
Nigeria,2017,43
Nigeria,2018,43.29999924
North America,1990,99.19094086
North America,2000,99.39252472
North America,2010,99.32276917
North America,2018,99.00114441
North Korea,2000,96.69999695
North Korea,2004,97.09999847
North Korea,2009,100
North Korea,2017,99.5
North Macedonia,1989,87.80000305
North Macedonia,1990,88.90000153
North Macedonia,1991,89.30000305
North Macedonia,1992,90.90000153
North Macedonia,1993,93.30000305
North Macedonia,1994,93.40000153
North Macedonia,1995,94.09999847
North Macedonia,1996,95
North Macedonia,1997,95.59999847
North Macedonia,1998,96.59999847
North Macedonia,1999,97
North Macedonia,2000,97.69999695
North Macedonia,2001,97.59999847
North Macedonia,2002,98.19999695
North Macedonia,2003,99
North Macedonia,2004,99
North Macedonia,2005,99.09999847
North Macedonia,2006,97.80000305
North Macedonia,2007,99.59999847
North Macedonia,2008,99.69999695
North Macedonia,2009,99.80000305
North Macedonia,2010,99.90000153
North Macedonia,2011,89.09999847
North Macedonia,2012,99.90000153
North Macedonia,2013,99.90000153
North Macedonia,2014,99.90000153
North Macedonia,2015,99.90000153
North Macedonia,2016,99.90000153
North Macedonia,2017,99.90000153
North Macedonia,2018,99.90000153
Northern Mariana Islands,2000,99.59999847
Norway,1988,100
Norway,1990,99.40000153
Norway,1991,99.30000305
Norway,1992,99.30000305
Norway,1993,99.40000153
Norway,1994,99.30000305
Norway,1995,99.19999695
Norway,1996,99.19999695
Norway,1997,99.09999847
Norway,1998,99.09999847
Norway,1999,99.09999847
Norway,2000,99
Norway,2001,99.09999847
Norway,2002,99.09999847
Norway,2003,99
Norway,2004,99.09999847
Norway,2005,99.19999695
Norway,2006,99.19999695
Norway,2007,99.09999847
Norway,2008,99.19999695
Norway,2009,99.19999695
Norway,2010,99.09999847
Norway,2011,99.19999695
Norway,2012,99.19999695
Norway,2013,99.09999847
Norway,2014,99.09999847
Norway,2015,99.09999847
Norway,2016,99.09999847
Norway,2017,99.19999695
Norway,2018,99.19999695
Oman,1987,87
Oman,1995,91.09999847
Oman,2000,94.69999695
Oman,2005,98
Oman,2006,98
Oman,2007,99
Oman,2008,98.59999847
Oman,2009,98.59999847
Oman,2010,98.59999847
Oman,2011,98.59999847
Oman,2012,98.59999847
Oman,2013,98.59999847
Oman,2014,99.09999847
Oman,2015,98.65000153
Oman,2016,98.68000031
Oman,2017,98.68000031
Oman,2018,98.59999847
Pakistan,1991,18.79999924
Pakistan,1997,18
Pakistan,1999,18
Pakistan,2001,23
Pakistan,2002,23
Pakistan,2005,31
Pakistan,2006,56
Pakistan,2007,38.79999924
Pakistan,2008,38
Pakistan,2009,41
Pakistan,2011,43
Pakistan,2012,51
Pakistan,2013,52.09999847
Pakistan,2018,69.30000305
Palau,1990,100
Palau,1995,100
Palau,1998,100
Palau,2000,100
Palau,2002,100
Palau,2006,100
Palau,2007,100
Palau,2008,100
Palau,2009,99.30000305
Palau,2010,99.59999847
Palau,2011,100
Palau,2012,97.40000153
Palau,2013,99.09999847
Palau,2014,100
Palau,2015,100
Palau,2016,100
Palau,2017,100
Palau,2018,100
Palestine,1996,94.90000153
Palestine,2000,97.40000153
Palestine,2004,98.30000305
Palestine,2005,97
Palestine,2006,96.59999847
Palestine,2010,99
Palestine,2014,99.59999847
Panama,1992,85.80000305
Panama,1993,86.90000153
Panama,1994,88
Panama,1995,88.30000305
Panama,1996,89.90000153
Panama,1997,89.5
Panama,1998,90
Panama,1999,90.09999847
Panama,2000,90.5
Panama,2001,92.09999847
Panama,2002,94.19999695
Panama,2003,92.5
Panama,2004,91.30000305
Panama,2005,91.09999847
Panama,2006,91
Panama,2007,91.5
Panama,2008,91.80000305
Panama,2009,88.59999847
Panama,2010,92.69999695
Panama,2011,93.5
Panama,2012,94.30000305
Panama,2013,91.40000153
Panama,2014,93.90000153
Panama,2015,95
Panama,2016,94.59999847
Panama,2017,94.19999695
Panama,2018,92.90000153
Papua New Guinea,1995,42
Papua New Guinea,1996,51.29999924
Papua New Guinea,2000,41
Papua New Guinea,2001,39
Papua New Guinea,2004,39
Papua New Guinea,2006,53
Papua New Guinea,2018,56.40000153
Paraguay,1990,66
Paraguay,1996,60.79999924
Paraguay,1998,60.79999924
Paraguay,1999,85.59999847
Paraguay,2002,85.80000305
Paraguay,2003,86.30000305
Paraguay,2004,77.19999695
Paraguay,2005,87.5
Paraguay,2006,90.5
Paraguay,2008,87.19999695
Paraguay,2009,93.80000305
Paraguay,2010,95.59999847
Paraguay,2011,96.30000305
Paraguay,2012,95.69999695
Paraguay,2014,96.40000153
Paraguay,2015,96.30000305
Paraguay,2016,95.5
Paraguay,2017,97.30000305
Paraguay,2018,97.69999695
Peru,1986,49
Peru,1992,52.5
Peru,1996,56.40000153
Peru,2000,59.29999924
Peru,2004,71.09999847
Peru,2006,71
Peru,2008,79.40000153
Peru,2009,82.5
Peru,2010,83.80000305
Peru,2011,85
Peru,2012,86.69999695
Peru,2013,89.09999847
Peru,2014,90
Peru,2015,91.59999847
Peru,2016,92.40000153
Peru,2017,93.59999847
Peru,2018,93.09999847
Peru,2019,92.09999847
Philippines,1993,52.79999924
Philippines,1998,56.40000153
Philippines,1999,58
Philippines,2000,58
Philippines,2003,59.79999924
Philippines,2008,62.20000076
Philippines,2011,72.19999695
Philippines,2013,72.80000305
Philippines,2017,84.40000153
Poland,1986,99
Poland,1989,99.59999847
Poland,1990,97.80000305
Poland,1991,99.59999847
Poland,1992,99.59999847
Poland,1993,99.59999847
Poland,1994,99.59999847
Poland,1995,99.59999847
Poland,1996,99.69999695
Poland,1997,99.69999695
Poland,1998,99.69999695
Poland,1999,99.69999695
Poland,2000,99.40000153
Poland,2001,99.80000305
Poland,2002,99.80000305
Poland,2003,99.80000305
Poland,2004,99.80000305
Poland,2005,99.30000305
Poland,2006,99.40000153
Poland,2007,99.40000153
Poland,2008,99.40000153
Poland,2009,99.69999695
Poland,2010,99.80000305
Poland,2011,99.80000305
Poland,2012,99.80000305
Poland,2013,99.80000305
Poland,2014,99.80000305
Poland,2015,99.80000305
Poland,2016,99.80000305
Poland,2017,99.80000305
Poland,2018,99.80000305
Portugal,1989,98
Portugal,1998,99.69999695
Portugal,2000,99.69999695
Portugal,2001,99.90000153
Portugal,2013,99
Portugal,2014,98.90000153
Portugal,2015,98.90000153
Portugal,2016,98.80000305
Portugal,2017,98.80000305
Portugal,2018,98.69999695
Puerto Rico,2004,99.80000305
Qatar,1990,100
Qatar,1991,100
Qatar,1992,100
Qatar,1993,100
Qatar,1995,100
Qatar,1996,100
Qatar,1997,100
Qatar,1998,98
Qatar,1999,100
Qatar,2000,100
Qatar,2001,100
Qatar,2002,100
Qatar,2003,100
Qatar,2004,100
Qatar,2005,100
Qatar,2006,100
Qatar,2007,100
Qatar,2008,100
Qatar,2009,100
Qatar,2010,100
Qatar,2011,100
Qatar,2012,100
Qatar,2014,99.90000153
Qatar,2015,99.90000153
Qatar,2016,100
Qatar,2017,100
Romania,1989,99.90000153
Romania,1990,99.80000305
Romania,1991,99.90000153
Romania,1992,99.69999695
Romania,1993,98.90000153
Romania,1994,99
Romania,1995,99.09999847
Romania,1996,99
Romania,1997,98.30000305
Romania,1998,99
Romania,1999,98
Romania,2000,99
Romania,2001,99
Romania,2002,99.09999847
Romania,2003,99.19999695
Romania,2004,98.90000153
Romania,2005,98.09999847
Romania,2006,98.19999695
Romania,2007,98.80000305
Romania,2008,99.40000153
Romania,2009,99.5
Romania,2010,99.5
Romania,2011,99.40000153
Romania,2012,99.5
Romania,2013,98.5
Romania,2014,98.5
Romania,2015,94.59999847
Romania,2016,95.30000305
Romania,2017,95.59999847
Romania,2018,97.09999847
Russia,1989,99.19999695
Russia,1990,99.19999695
Russia,1991,99.19999695
Russia,1992,99.09999847
Russia,1993,99.09999847
Russia,1994,99.09999847
Russia,1995,99.09999847
Russia,1996,99.09999847
Russia,1997,99.09999847
Russia,1998,99.09999847
Russia,1999,99.09999847
Russia,2000,99.19999695
Russia,2001,99.30000305
Russia,2002,99.30000305
Russia,2003,99.40000153
Russia,2004,99.40000153
Russia,2005,99.40000153
Russia,2006,99.5
Russia,2007,99.59999847
Russia,2008,99.59999847
Russia,2009,99.69999695
Russia,2010,99.69999695
Russia,2011,98.69999695
Russia,2012,99.69999695
Russia,2013,99.69999695
Russia,2014,99.69999695
Rwanda,1992,25.79999924
Rwanda,2000,21.89999962
Rwanda,2005,38.59999847
Rwanda,2008,52.09999847
Rwanda,2010,69
Rwanda,2011,69
Rwanda,2015,90.69999695
Saint Kitts and Nevis,1995,100
Saint Kitts and Nevis,1998,99.40000153
Saint Kitts and Nevis,2000,99.40000153
Saint Kitts and Nevis,2002,99.5
Saint Kitts and Nevis,2004,100
Saint Kitts and Nevis,2005,100
Saint Kitts and Nevis,2007,100
Saint Kitts and Nevis,2008,100
Saint Kitts and Nevis,2009,100
Saint Kitts and Nevis,2010,100
Saint Kitts and Nevis,2011,100
Saint Kitts and Nevis,2012,100
Saint Kitts and Nevis,2013,100
Saint Kitts and Nevis,2014,100
Saint Kitts and Nevis,2015,100
Saint Lucia,1995,100
Saint Lucia,1997,99.69999695
Saint Lucia,2000,100
Saint Lucia,2002,98
Saint Lucia,2003,99
Saint Lucia,2004,100
Saint Lucia,2005,100
Saint Lucia,2006,97.90000153
Saint Lucia,2007,100
Saint Lucia,2008,100
Saint Lucia,2010,98.5
Saint Lucia,2012,98.69999695
Saint Lucia,2014,99.09999847
Saint Lucia,2015,99.09999847
Saint Lucia,2017,100
Saint Vincent and the Grenadines,1995,100
Saint Vincent and the Grenadines,1998,98
Saint Vincent and the Grenadines,1999,99.30000305
Saint Vincent and the Grenadines,2000,100
Saint Vincent and the Grenadines,2001,100
Saint Vincent and the Grenadines,2002,100
Saint Vincent and the Grenadines,2004,100
Saint Vincent and the Grenadines,2005,100
Saint Vincent and the Grenadines,2007,100
Saint Vincent and the Grenadines,2008,99.19999695
Saint Vincent and the Grenadines,2009,98.90000153
Saint Vincent and the Grenadines,2010,98.30000305
Saint Vincent and the Grenadines,2011,98.80000305
Saint Vincent and the Grenadines,2012,99.19999695
Saint Vincent and the Grenadines,2013,99
Saint Vincent and the Grenadines,2014,99.90000153
Saint Vincent and the Grenadines,2015,98.69999695
Saint Vincent and the Grenadines,2016,98.59999847
Samoa,1990,76
Samoa,1998,100
Samoa,2000,80
Samoa,2004,100
Samoa,2009,80.80000305
Samoa,2014,82.5
Sao Tome and Principe,2000,78.59999847
Sao Tome and Principe,2003,76.40000153
Sao Tome and Principe,2006,80.69999695
Sao Tome and Principe,2009,81.69999695
Sao Tome and Principe,2014,92.5
Saudi Arabia,1990,88
Saudi Arabia,1995,91.40000153
Saudi Arabia,1996,91.40000153
Saudi Arabia,2000,91
Saudi Arabia,2004,96
Saudi Arabia,2005,96
Saudi Arabia,2006,96
Saudi Arabia,2007,97
Saudi Arabia,2008,97
Saudi Arabia,2009,97
Saudi Arabia,2010,97
Saudi Arabia,2013,98
Saudi Arabia,2017,99.69999695
Saudi Arabia,2018,99.40000153
Senegal,1986,22
Senegal,1993,47.20000076
Senegal,1997,46.59999847
Senegal,1999,48.29999924
Senegal,2000,57.79999924
Senegal,2002,58
Senegal,2004,58
Senegal,2005,51.90000153
Senegal,2011,65.09999847
Senegal,2013,50.5
Senegal,2014,59.09999847
Senegal,2015,53.20000076
Senegal,2016,58.59999847
Senegal,2017,68.40000153
Senegal,2018,74.19999695
Senegal,2019,74.5
Serbia,1995,98.69999695
Serbia,1996,98.80000305
Serbia,2000,98
Serbia,2001,98.19999695
Serbia,2002,99.19999695
Serbia,2003,98.5
Serbia,2004,98.69999695
Serbia,2005,99.69999695
Serbia,2006,88.90000153
Serbia,2007,99.80000305
Serbia,2008,99.69999695
Serbia,2009,99.80000305
Serbia,2010,99.69999695
Serbia,2011,99
Serbia,2012,99
Serbia,2013,99.90000153
Serbia,2014,98.40000153
Seychelles,1990,98
Seychelles,1995,99
Seychelles,2000,99
Seychelles,2005,99
Seychelles,2006,99
Seychelles,2007,100
Seychelles,2008,100
Seychelles,2009,99
Seychelles,2010,99
Seychelles,2011,99
Seychelles,2012,99
Sierra Leone,2000,37.09999847
Sierra Leone,2005,40
Sierra Leone,2008,42.40000153
Sierra Leone,2010,60.79999924
Sierra Leone,2013,59.70000076
Sierra Leone,2017,81.59999847
Sierra Leone,2019,86.90000153
Singapore,1996,99.69999695
Singapore,1997,99.69999695
Singapore,1998,99.69999695
Singapore,1999,99.69999695
Singapore,2000,99.69999695
Singapore,2001,99.59999847
Singapore,2002,99.69999695
Singapore,2003,99.69999695
Singapore,2004,99.69999695
Singapore,2005,99.69999695
Singapore,2006,99.69999695
Singapore,2007,99.69999695
Singapore,2008,99.80000305
Singapore,2009,99.69999695
Singapore,2010,99.69999695
Singapore,2011,99.69999695
Singapore,2012,99.69999695
Singapore,2013,99.59999847
Singapore,2014,99.69999695
Singapore,2015,99.59999847
Singapore,2016,99.59999847
Singapore,2017,99.5
Singapore,2018,99.5
Slovakia,1989,100
Slovakia,1990,100
Slovakia,1991,100
Slovakia,1992,100
Slovakia,1993,100
Slovakia,1994,100
Slovakia,1995,100
Slovakia,1996,100
Slovakia,1997,100
Slovakia,1998,100
Slovakia,1999,100
Slovakia,2000,100
Slovakia,2001,99.43000031
Slovakia,2002,99.43000031
Slovakia,2003,99.45999908
Slovakia,2004,99.51000214
Slovakia,2005,99.51000214
Slovakia,2006,99.51999664
Slovakia,2007,99.22000122
Slovakia,2008,99.51000214
Slovakia,2009,99.51999664
Slovakia,2010,99.20999908
Slovakia,2011,99
Slovakia,2012,99.5
Slovakia,2013,98.59999847
Slovakia,2014,98.30000305
Slovakia,2015,97
Slovakia,2016,98.09999847
Slovakia,2017,98.80000305
Slovakia,2018,98
Slovenia,1989,99.59999847
Slovenia,1990,99.90000153
Slovenia,1991,99.90000153
Slovenia,1992,99.90000153
Slovenia,1993,99.90000153
Slovenia,1994,99.90000153
Slovenia,1995,99.90000153
Slovenia,1996,99.90000153
Slovenia,1997,99.90000153
Slovenia,1998,99.80000305
Slovenia,1999,99.90000153
Slovenia,2000,99.90000153
Slovenia,2001,99.90000153
Slovenia,2002,99.90000153
Slovenia,2003,99.90000153
Slovenia,2004,99.90000153
Slovenia,2005,99.90000153
Slovenia,2006,99.90000153
Slovenia,2007,99.90000153
Slovenia,2008,99.90000153
Slovenia,2009,99.90000153
Slovenia,2010,99.90000153
Slovenia,2011,99.90000153
Slovenia,2012,99.80000305
Solomon Islands,1990,85
Solomon Islands,1994,83.5
Solomon Islands,1999,85
Solomon Islands,2007,85.5
Solomon Islands,2015,86.19999695
Somalia,1999,19.29999924
Somalia,2000,19.29999924
Somalia,2002,24.79999924
Somalia,2006,9.399999619
South Africa,1994,82
South Africa,1995,82
South Africa,1998,84.40000153
South Africa,2003,91.19999695
South Africa,2004,91.19999695
South Africa,2008,94.30000305
South Africa,2016,96.69999695
South Asia,2000,36.3205986
South Asia,2010,47.87355804
South Asia,2018,75.98745728
South Korea,1990,98
South Korea,1991,97.90000153
South Korea,1994,98.40000153
South Korea,1997,99.59999847
South Korea,2000,99.90000153
South Korea,2003,99.90000153
South Korea,2009,99.90000153
South Korea,2012,99.80000305
South Korea,2015,100
South Sudan,2006,9.699999809
South Sudan,2010,19.39999962
Sri Lanka,1987,87.19999695
Sri Lanka,1993,94.09999847
Sri Lanka,2000,96
Sri Lanka,2007,98.59999847
Sri Lanka,2014,99.94999695
Sri Lanka,2016,99.5
Sub-Saharan Africa,2000,40.98468018
Sub-Saharan Africa,2010,51.38328934
Sub-Saharan Africa,2018,60.95473862
Sudan,1990,68.5
Sudan,2006,49.20000076
Sudan,2010,72.5
Sudan,2014,77.69999695
Suriname,1995,80
Suriname,2000,70.90000153
Suriname,2002,90
Suriname,2004,90
Suriname,2006,86.5
Suriname,2007,90
Suriname,2008,90
Suriname,2009,90
Suriname,2010,90
Suriname,2015,90
Suriname,2018,98.40000153
Sweden,1987,100
Switzerland,2006,100
Syria,1993,76.90000153
Syria,2004,89.69999695
Syria,2006,91.5
Syria,2009,96.19999695
Tajikistan,1989,93.59999847
Tajikistan,1991,90.30000305
Tajikistan,1994,82.59999847
Tajikistan,1995,80.90000153
Tajikistan,1996,79
Tajikistan,1997,72.59999847
Tajikistan,1998,74.09999847
Tajikistan,1999,66.59999847
Tajikistan,2000,70.69999695
Tajikistan,2001,81.09999847
Tajikistan,2002,88.69999695
Tajikistan,2003,88.09999847
Tajikistan,2004,75.09999847
Tajikistan,2005,82.40000153
Tajikistan,2006,78.30000305
Tajikistan,2007,88.40000153
Tajikistan,2008,85
Tajikistan,2009,87.09999847
Tajikistan,2010,87.69999695
Tajikistan,2011,89
Tajikistan,2012,87.40000153
Tajikistan,2013,90.80000305
Tajikistan,2014,90.30000305
Tajikistan,2015,98
Tajikistan,2017,94.80000305
Tanzania,1992,43.90000153
Tanzania,1996,38.20000076
Tanzania,1999,35.79999924
Tanzania,2004,43.40000153
Tanzania,2005,45.09999847
Tanzania,2010,48.90000153
Tanzania,2012,61.40000153
Tanzania,2016,63.5
Thailand,1987,65.90000153
Thailand,2000,99.30000305
Thailand,2006,96.90000153
Thailand,2009,99.40000153
Thailand,2012,99.59999847
Thailand,2013,99.59999847
Thailand,2016,99.09999847
Timor,1997,25.79999924
Timor,2002,24
Timor,2003,18.39999962
Timor,2010,29.29999924
Timor,2016,56.70000076
Togo,1988,45.70000076
Togo,1998,50.5
Togo,2000,35.40000153
Togo,2003,60.79999924
Togo,2006,52.40000153
Togo,2010,43.90000153
Togo,2014,44.59999847
Togo,2017,69.40000153
Tonga,1990,94
Tonga,1991,92
Tonga,1999,96
Tonga,2000,95
Tonga,2001,95.30000305
Tonga,2002,95.09999847
Tonga,2003,97
Tonga,2004,98
Tonga,2005,96.09999847
Tonga,2006,98
Tonga,2007,98
Tonga,2008,97
Tonga,2009,98.09999847
Tonga,2010,99
Tonga,2012,95.5
Trinidad and Tobago,1987,97.69999695
Trinidad and Tobago,1993,98.30000305
Trinidad and Tobago,1994,98
Trinidad and Tobago,1995,97.5
Trinidad and Tobago,1996,98
Trinidad and Tobago,1997,98.40000153
Trinidad and Tobago,1998,98.19999695
Trinidad and Tobago,1999,98.40000153
Trinidad and Tobago,2000,96
Trinidad and Tobago,2001,99.19999695
Trinidad and Tobago,2002,98.69999695
Trinidad and Tobago,2003,99.19999695
Trinidad and Tobago,2004,99
Trinidad and Tobago,2006,96.90000153
Trinidad and Tobago,2008,99.5
Trinidad and Tobago,2011,98
Trinidad and Tobago,2012,100
Trinidad and Tobago,2013,100
Trinidad and Tobago,2014,100
Trinidad and Tobago,2015,99.90000153
Trinidad and Tobago,2016,100
Trinidad and Tobago,2017,100
Tunisia,1988,69
Tunisia,1995,81
Tunisia,2000,89.90000153
Tunisia,2001,89.90000153
Tunisia,2006,94.59999847
Tunisia,2012,73.59999847
Tunisia,2018,99.5
Turkey,1993,75.90000153
Turkey,1998,80.59999847
Turkey,2003,83
Turkey,2004,83
Turkey,2007,89.30000305
Turkey,2008,91.30000305
Turkey,2009,95
Turkey,2013,97.40000153
Turkey,2014,97.40000153
Turkey,2015,99
Turkey,2017,98
Turkey,2018,98
Turkmenistan,1996,95.80000305
Turkmenistan,2000,97.19999695
Turkmenistan,2002,97.19999695
Turkmenistan,2003,99.5
Turkmenistan,2004,98.5
Turkmenistan,2005,99.69999695
Turkmenistan,2006,99.5
Turkmenistan,2016,100
Turks and Caicos Islands,1998,100
Turks and Caicos Islands,1999,88.19999695
Turks and Caicos Islands,2004,100
Turks and Caicos Islands,2005,99.09999847
Turks and Caicos Islands,2006,100
Tuvalu,1990,95
Tuvalu,1997,99
Tuvalu,2000,100
Tuvalu,2002,100
Tuvalu,2007,93.09999847
Uganda,1989,38.09999847
Uganda,1995,37.79999924
Uganda,2000,36
Uganda,2001,39
Uganda,2006,41.90000153
Uganda,2011,57.40000153
Uganda,2016,74.19999695
Ukraine,1989,99.90000153
Ukraine,1990,99.90000153
Ukraine,1991,99.90000153
Ukraine,1992,99.90000153
Ukraine,1993,99.90000153
Ukraine,1994,99.87999725
Ukraine,1995,99.88999939
Ukraine,1996,99.90000153
Ukraine,1997,99.90000153
Ukraine,1998,99.90000153
Ukraine,1999,99.09999847
Ukraine,2000,99.90000153
Ukraine,2001,99.90000153
Ukraine,2002,99.90000153
Ukraine,2003,99.90000153
Ukraine,2004,99.90000153
Ukraine,2005,99.80000305
Ukraine,2006,99.90000153
Ukraine,2007,98.69999695
Ukraine,2008,99.90000153
Ukraine,2009,99.90000153
Ukraine,2010,99.90000153
Ukraine,2011,99.90000153
Ukraine,2012,99
Ukraine,2013,99.90000153
Ukraine,2014,99.90000153
United Arab Emirates,1990,99.09999847
United Arab Emirates,1995,99.19999695
United Arab Emirates,2003,100
United Arab Emirates,2004,100
United Arab Emirates,2008,100
United Arab Emirates,2013,99.90000153
United Arab Emirates,2014,99.90000153
United Arab Emirates,2015,99.90000153
United Kingdom,1998,99
United States,1989,99
United States,1990,99.19999695
United States,1991,99.19999695
United States,1992,99.30000305
United States,1993,99.40000153
United States,1994,99.40000153
United States,1995,99.40000153
United States,1996,99.40000153
United States,1997,99.40000153
United States,1998,99.40000153
United States,1999,99.40000153
United States,2000,99.40000153
United States,2001,99.40000153
United States,2002,99.5
United States,2003,99.30000305
United States,2004,99.30000305
United States,2005,99.40000153
United States,2006,99.40000153
United States,2007,99.30000305
United States,2008,99.30000305
United States,2009,99.30000305
United States,2010,99.40000153
United States,2011,99.30000305
United States,2012,99.30000305
United States,2013,99.19999695
United States,2014,98.5
United States,2015,99.09999847
United States,2016,99.09999847
United States,2017,99.09999847
United States,2018,99.09999847
United States Virgin Islands,2002,98.30000305
United States Virgin Islands,2003,98.5
Upper middle income,1990,89.52386475
Upper middle income,2000,93.08889771
Upper middle income,2010,97.19295502
Upper middle income,2018,98.42412567
Uruguay,1990,99.40000153
Uruguay,1991,99.30000305
Uruguay,1992,99
Uruguay,1993,98.30000305
Uruguay,1994,98.19999695
Uruguay,1995,98
Uruguay,1996,98
Uruguay,1997,98.40000153
Uruguay,1998,99
Uruguay,1999,99.80000305
Uruguay,2000,99.69999695
Uruguay,2001,99.59999847
Uruguay,2002,99.69999695
Uruguay,2003,99.69999695
Uruguay,2004,99.5
Uruguay,2005,99.90000153
Uruguay,2006,99.90000153
Uruguay,2007,98.59999847
Uruguay,2008,99.59999847
Uruguay,2009,99.69999695
Uruguay,2010,99.80000305
Uruguay,2011,99.5
Uruguay,2012,99.90000153
Uruguay,2013,98.19999695
Uruguay,2014,99.90000153
Uruguay,2015,99.90000153
Uruguay,2016,100
Uruguay,2017,100
Uzbekistan,1996,97.5
Uzbekistan,1997,100
Uzbekistan,1998,100
Uzbekistan,1999,100
Uzbekistan,2000,94.90000153
Uzbekistan,2001,100
Uzbekistan,2002,100
Uzbekistan,2003,100
Uzbekistan,2004,100
Uzbekistan,2005,100
Uzbekistan,2006,99.59999847
Uzbekistan,2007,100
Uzbekistan,2008,100
Uzbekistan,2009,100
Uzbekistan,2010,100
Uzbekistan,2011,100
Uzbekistan,2012,100
Uzbekistan,2013,100
Uzbekistan,2014,100
Uzbekistan,2015,100
Uzbekistan,2016,100
Uzbekistan,2017,100
Uzbekistan,2018,100
Vanuatu,1990,79
Vanuatu,1994,87
Vanuatu,1995,89.09999847
Vanuatu,1999,88
Vanuatu,2000,88
Vanuatu,2003,84
Vanuatu,2005,92
Vanuatu,2006,92.90000153
Vanuatu,2007,74
Vanuatu,2013,89.40000153
Venezuela,1997,95.30000305
Venezuela,2000,94
Venezuela,2003,95
Venezuela,2011,98.09999847
Venezuela,2012,96
Venezuela,2013,99.19999695
Venezuela,2014,99.5
Venezuela,2015,99.30000305
Venezuela,2016,99.30000305
Venezuela,2017,99.09999847
Vietnam,1997,77.09999847
Vietnam,2000,58.79999924
Vietnam,2002,85
Vietnam,2006,83.80000305
Vietnam,2011,91.90000153
Vietnam,2014,93.80000305
World,2000,62.68813705
World,2010,70.09255981
World,2018,80.88609314
Yemen,1992,15.89999962
Yemen,1997,21.60000038
Yemen,2003,26.79999924
Yemen,2006,35.70000076
Yemen,2012,34.40000153
Yemen,2013,44.70000076
Zambia,1992,50.5
Zambia,1996,46.5
Zambia,1997,46.5
Zambia,1999,45.29999924
Zambia,2002,42.09999847
Zambia,2007,45.20000076
Zambia,2014,63.29999924
Zambia,2018,80.40000153
Zimbabwe,1988,69.59999847
Zimbabwe,1994,69.19999695
Zimbabwe,1999,72.5
Zimbabwe,2006,68.5
Zimbabwe,2009,60.20000076
Zimbabwe,2011,66.19999695
Zimbabwe,2014,80
Zimbabwe,2015,78.09999847
Zimbabwe,2019,86
